CustomerID,CompanyName,ContactName,ContactTitle,Address,City,Region,PostalCode,Country,Phone,Fax
75,Edgepulse,Lisa Freeman,Assistant Media Planner,35828 Forest Dale Alley,Fort Myers,FL,33913,United States,0-(310)210-0352,8-(933)080-4248
76,Zoomdog,Deborah Olson,Accountant IV,57 Hoard Place,Oklahoma City,OK,73173,United States,2-(574)002-8360,3-(088)817-0039
77,Vipe,Andrew Coleman,Automation Specialist III,12 Summer Ridge Hill,Madison,WI,53726,United States,5-(931)942-8231,3-(047)623-4364
78,Cogilith,Aaron Fernandez,Quality Control Specialist,23 Village Way,Richmond,VA,23277,United States,5-(220)610-4377,7-(452)586-2082
79,Wordpedia,Stephanie Young,Sales Representative,260 Chive Plaza,Detroit,MI,48224,United States,4-(291)800-4198,5-(425)191-8315
80,Miboo,Douglas Cox,Physical Therapy Assistant,424 Golf Alley,Tacoma,WA,98411,United States,4-(572)997-6721,9-(448)901-3433
81,Edgetag,Debra Fernandez,Research Associate,44658 Memorial Crossing,Columbus,MS,39705,United States,5-(540)603-0126,2-(758)298-6119
82,Edgeify,Amanda Rodriguez,Paralegal,656 Loftsgordon Way,North Little Rock,AR,72118,United States,0-(204)822-7751,2-(526)445-1677
83,Oyonder,Cheryl Thomas,Staff Scientist,3 Old Shore Pass,Los Angeles,CA,90050,United States,7-(011)435-4825,9-(311)661-7169
84,Bluezoom,Nicholas Welch,Health Coach IV,95 Bartelt Street,Washington,DC,20046,United States,7-(613)541-6180,6-(903)533-9075
85,Ooba,Marie Hernandez,Web Designer I,0 Gerald Avenue,Houston,TX,77015,United States,3-(586)974-2063,9-(078)572-9595
86,Mymm,Arthur Nguyen,Engineer II,4347 Calypso Court,Birmingham,AL,35225,United States,8-(154)655-6861,6-(717)013-0024
87,Mynte,Martin Hall,Automation Specialist IV,93204 Hagan Alley,Grand Rapids,MI,49560,United States,8-(695)840-7126,3-(586)297-9766
88,Linklinks,Lois Perez,Staff Scientist,5 Pine View Plaza,Chicago,IL,60669,United States,4-(083)915-4764,6-(909)285-1446
89,Izio,Henry Burke,Staff Scientist,9 Lakewood Gardens Trail,Anaheim,CA,92805,United States,8-(409)642-1973,4-(366)666-7550
90,Bubblebox,Jennifer Jacobs,Compensation Analyst,32 Hagan Park,Port Saint Lucie,FL,34985,United States,7-(141)595-5906,1-(622)311-0453
91,Yata,Lori Mason,General Manager,4182 Schmedeman Crossing,Albuquerque,NM,87180,United States,3-(218)248-4445,1-(925)242-0800
92,Kazu,Benjamin Lawson,Legal Assistant,26 Acker Circle,Fort Worth,TX,76129,United States,5-(107)503-6411,9-(810)517-0343
93,Yamia,Amanda Nichols,Business Systems Development Analyst,3 Blaine Street,Birmingham,AL,35295,United States,2-(071)579-3787,1-(487)819-1598
94,Vitz,Dorothy Elliott,Information Systems Manager,626 Glendale Drive,Houston,TX,77070,United States,7-(135)057-1923,7-(658)715-0142
95,Topicstorm,Wayne Rogers,Research Associate,207 Marquette Circle,New York City,NY,10110,United States,4-(789)678-7512,2-(926)161-9287
96,Aimbu,Frances Myers,Recruiting Manager,10999 American Hill,Roanoke,VA,24004,United States,1-(381)758-2281,5-(981)748-3893
97,Rooxo,Steven Baker,Engineer III,2487 Shelley Trail,Charleston,WV,25389,United States,5-(219)367-1420,0-(828)075-9902
98,Ntag,Anne Ford,Editor,45 Mcguire Avenue,Hartford,CT,06120,United States,7-(981)067-2336,7-(285)755-5654
99,Kwinu,Susan Alvarez,Accounting Assistant IV,5 Laurel Court,Houston,TX,77240,United States,4-(255)904-7950,0-(395)471-8377
100,Einti,Bonnie Parker,Software Test Engineer II,4 Atwood Trail,Phoenix,AZ,85083,United States,9-(679)827-0320,0-(567)029-4048
101,Skyndu,Emily Nelson,Accountant II,5 Lawn Avenue,New York City,NY,10004,United States,4-(536)469-5189,5-(991)329-9939
102,Realblab,Adam Rogers,Software Engineer II,05 Kinsman Street,Rochester,NY,14619,United States,1-(103)342-3520,5-(925)162-9389
103,Devshare,Bonnie Schmidt,Tax Accountant,4366 Lakeland Trail,Austin,TX,78749,United States,4-(182)961-7750,8-(136)658-2825
104,Ailane,Aaron Ross,Executive Secretary,66207 Crowley Alley,Kansas City,MO,64153,United States,0-(591)323-7727,4-(205)972-3728
105,Babbleset,Brian Moore,Senior Editor,62131 Clyde Gallagher Parkway,Birmingham,AL,35263,United States,7-(230)590-5255,4-(976)685-6947
106,Yamia,Philip Bradley,Nuclear Power Engineer,101 Eastlawn Place,Richmond,VA,23213,United States,2-(355)544-0374,3-(381)661-8342
107,Quatz,Patrick Hall,Professor,3 Summer Ridge Alley,Mesquite,TX,75185,United States,6-(376)956-9320,5-(341)317-1338
108,Yacero,Howard Schmidt,Food Chemist,4518 Harbort Court,Richmond,VA,23225,United States,3-(624)349-5579,0-(375)482-0451
109,Twitternation,Joseph Allen,Database Administrator II,34556 Colorado Crossing,Roanoke,VA,24014,United States,0-(457)034-6074,9-(236)300-7680
110,Topicshots,Robin Wagner,Registered Nurse,1132 Sommers Terrace,Los Angeles,CA,90040,United States,7-(390)948-6424,3-(560)424-0748
111,Skimia,Patrick Evans,Physical Therapy Assistant,8 Packers Park,New Orleans,LA,70129,United States,1-(683)159-7306,9-(647)104-8099
112,Cogibox,Judy Rogers,Information Systems Manager,4923 Raven Court,Baltimore,MD,21265,United States,9-(655)244-6869,4-(455)598-3921
113,Lazzy,Marie Harvey,Data Coordiator,4814 Alpine Drive,Greensboro,NC,27455,United States,4-(010)377-9437,4-(362)731-6900
114,Ozu,Lois Knight,Clinical Specialist,0 Farragut Terrace,Greensboro,NC,27455,United States,9-(937)266-6141,2-(260)392-9016
115,Meetz,Patricia Gilbert,Geological Engineer,74966 Barby Road,Los Angeles,CA,90060,United States,7-(797)439-0424,9-(754)244-9478
116,Gigazoom,Ashley Coleman,Human Resources Assistant II,41 Pleasure Parkway,Erie,PA,16565,United States,3-(324)299-7777,3-(041)401-0333
117,Shufflester,Karen Knight,Dental Hygienist,94365 Susan Avenue,Salt Lake City,UT,84130,United States,6-(309)845-5421,8-(808)654-1326
118,Oodoo,Anne Fuller,Administrative Officer,23049 Dennis Court,Maple Plain,MN,55579,United States,9-(036)508-9543,6-(428)165-8005
119,Devcast,Lori White,Civil Engineer,76002 Roth Street,Little Rock,AR,72231,United States,8-(742)566-7899,4-(543)915-7966
120,Brainbox,John Baker,Research Associate,2 Burning Wood Avenue,Washington,DC,20508,United States,2-(375)999-5654,3-(850)109-6406
121,Trilia,Susan Hunter,Biostatistician IV,32352 Dakota Center,Oklahoma City,OK,73119,United States,6-(312)656-6998,7-(361)474-6288
122,Jabbersphere,Catherine Alvarez,Administrative Assistant IV,7 Village Lane,South Bend,IN,46634,United States,8-(058)987-8527,0-(100)794-9919
123,Skidoo,Jennifer Matthews,Software Consultant,849 Ridgeway Trail,Seattle,WA,98148,United States,1-(552)437-0027,9-(466)711-0862
124,Kimia,Ann Cunningham,Office Assistant I,3 Washington Hill,Baltimore,MD,21203,United States,8-(038)831-7184,4-(891)722-4232
125,Skidoo,Judy Jones,Marketing Manager,99248 Mcbride Center,Albuquerque,NM,87121,United States,5-(005)969-4143,5-(284)220-8050
126,Feedbug,Jennifer Adams,Mechanical Systems Engineer,623 Transport Avenue,Lexington,KY,40546,United States,3-(364)541-1024,1-(247)406-2476
127,Brainverse,Clarence Vasquez,Pharmacist,93 Hoepker Parkway,Lancaster,PA,17605,United States,8-(787)169-4743,1-(031)613-9121
128,Centidel,Joyce Phillips,Teacher,87640 Rutledge Court,Chicago,IL,60691,United States,1-(850)606-7708,6-(818)896-2392
129,Quinu,Albert Dixon,Web Designer II,5961 Jay Place,Shawnee Mission,KS,66286,United States,1-(822)306-5712,5-(220)590-2815
130,Zoomlounge,Jonathan Hamilton,Operator,41907 Porter Court,Fort Wayne,IN,46805,United States,9-(095)582-3143,4-(536)895-1881
131,Feedspan,Ronald Simpson,Pharmacist,372 Messerschmidt Center,Schenectady,NY,12325,United States,6-(240)933-7604,3-(629)390-5449
132,Tagtune,Barbara Gordon,Senior Editor,37 Barby Point,Oklahoma City,OK,73190,United States,3-(845)551-0321,8-(906)317-4538
133,Realmix,Gerald Richards,Senior Editor,6424 Schurz Terrace,Huntington Beach,CA,92648,United States,7-(920)373-9070,5-(183)558-7179
134,Demimbu,Albert Willis,Physical Therapy Assistant,456 Kennedy Place,Oakland,CA,94605,United States,4-(255)759-5371,4-(486)093-4975
135,Wordpedia,Wayne Duncan,Tax Accountant,7 Blaine Lane,Chicago,IL,60619,United States,5-(005)187-2638,4-(502)110-4973
136,Youspan,Carol Bryant,Sales Representative,4 Bultman Way,Amarillo,TX,79159,United States,7-(758)273-6687,7-(255)034-6053
137,Quimba,Mildred Bailey,Accountant IV,13 Fallview Drive,Richmond,VA,23220,United States,9-(465)060-0700,2-(056)852-7665
138,Jabbersphere,Laura White,Civil Engineer,64163 Fairview Plaza,Memphis,TN,38109,United States,3-(372)718-5553,7-(415)050-8410
139,Blogtags,Norma Black,Structural Engineer,01248 Reinke Center,Little Rock,AR,72209,United States,6-(451)088-7574,7-(500)783-6217
140,Eadel,Albert Howell,Programmer Analyst IV,927 Bluejay Place,Wichita Falls,TX,76305,United States,4-(623)909-8139,6-(560)866-8748
141,Miboo,Jimmy Morgan,General Manager,04238 Jenna Center,Saint Petersburg,FL,33705,United States,2-(583)347-7226,3-(753)375-7312
142,Ntags,Jason Taylor,Staff Accountant I,609 Loftsgordon Street,Winston Salem,NC,27105,United States,8-(064)642-4151,6-(777)739-1077
143,Shufflebeat,Anthony Parker,Administrative Assistant II,14 South Court,Austin,TX,78726,United States,6-(973)787-0534,3-(534)829-8284
144,Brightdog,Charles Mills,Speech Pathologist,27023 Crest Line Center,Raleigh,NC,27621,United States,6-(591)443-6815,5-(830)088-5678
145,Babbleopia,Earl Alvarez,Payment Adjustment Coordinator,9397 Grasskamp Alley,Spokane,WA,99260,United States,1-(778)000-0823,4-(754)556-8780
146,Teklist,David Morris,Associate Professor,4 Eagle Crest Plaza,Schenectady,NY,12325,United States,5-(068)101-5555,4-(618)260-6074
147,Viva,Jennifer Oliver,Product Engineer,9 Pepper Wood Hill,San Francisco,CA,94154,United States,5-(661)704-5647,1-(599)911-4026
148,Realcube,Mary Adams,Editor,4733 Delaware Road,Wichita,KS,67260,United States,0-(929)709-9484,4-(978)289-5082
149,Livefish,Martha Armstrong,Senior Editor,00203 Sullivan Drive,Colorado Springs,CO,80930,United States,6-(510)911-1335,1-(133)028-2014
150,Nlounge,Diana Lynch,Administrative Assistant III,26 Roth Pass,Charlotte,NC,28235,United States,4-(331)111-6444,7-(741)371-9286
151,Twiyo,Marie Mitchell,Mechanical Systems Engineer,813 Oakridge Hill,Memphis,TN,38197,United States,6-(890)254-2104,0-(500)430-5062
152,Fivebridge,Willie Elliott,Assistant Manager,048 Jenifer Trail,Memphis,TN,38181,United States,2-(904)821-7689,2-(437)015-1211
153,Realbuzz,Stephen Stephens,Quality Engineer,646 Lerdahl Point,Pasadena,TX,77505,United States,8-(396)772-6263,5-(344)311-4859
154,Wordpedia,Ruth Sims,Sales Associate,6199 Buell Alley,Springfield,MA,01114,United States,5-(650)898-9933,4-(501)471-6128
155,Zoonder,Matthew Palmer,Teacher,2 Meadow Vale Crossing,Albany,NY,12232,United States,0-(787)046-9233,6-(906)755-9922
156,Gabtune,Roy Thompson,Desktop Support Technician,7328 Shasta Lane,Fort Wayne,IN,46867,United States,1-(264)513-9758,7-(784)957-8644
157,Bubbletube,Christine Robinson,Operator,5410 Schmedeman Avenue,Washington,DC,20062,United States,1-(143)339-3239,1-(686)923-5447
158,Flipopia,Billy Jones,Legal Assistant,275 Fordem Place,Gainesville,FL,32627,United States,4-(575)078-9911,7-(397)251-6871
159,Snaptags,Amy Franklin,Structural Engineer,42 Coleman Hill,Rockville,MD,20851,United States,3-(687)274-2542,2-(070)519-8253
160,Gabspot,Jessica Griffin,Technical Writer,4556 Birchwood Center,Fort Lauderdale,FL,33310,United States,8-(415)744-3857,6-(267)056-5229
161,Skimia,Patrick Hernandez,Accountant IV,7620 Haas Terrace,Clearwater,FL,34620,United States,6-(337)201-5986,9-(864)373-2199
162,Jabbertype,George Martin,Civil Engineer,77118 Mariners Cove Place,Anchorage,AK,99517,United States,2-(214)478-2701,3-(542)263-7691
163,Rhyzio,Irene Matthews,VP Accounting,93988 Gulseth Pass,Denver,CO,80243,United States,0-(146)030-4696,1-(013)380-5156
164,Shuffletag,Joan Watkins,Administrative Officer,168 Sugar Court,Las Vegas,NV,89110,United States,4-(803)767-6437,4-(697)235-0698
165,Buzzbean,Kathryn Franklin,Nuclear Power Engineer,74648 Jana Alley,Alexandria,LA,71307,United States,5-(416)532-9724,7-(000)542-1305
166,Mynte,Kelly Kelly,Assistant Media Planner,3 Sommers Plaza,Naples,FL,33963,United States,7-(186)956-3842,8-(718)214-5896
167,Plajo,Norma Reynolds,Director of Sales,2984 Grasskamp Parkway,Philadelphia,PA,19109,United States,1-(911)812-6004,1-(943)385-1540
168,Jayo,Brian Ferguson,VP Quality Control,15 Ludington Circle,Round Rock,TX,78682,United States,4-(355)894-1402,1-(104)959-0871
169,Omba,John Ward,Nuclear Power Engineer,7 Spenser Point,Melbourne,FL,32919,United States,9-(904)469-1349,4-(820)254-2394
170,Eazzy,Alice Smith,Analog Circuit Design manager,062 Red Cloud Way,Chicago,IL,60686,United States,0-(747)827-1742,5-(007)311-8669
171,Wordtune,Margaret Cruz,Information Systems Manager,471 Stephen Place,Pasadena,TX,77505,United States,0-(917)714-5622,7-(084)298-8670
172,Youbridge,Gerald Romero,Programmer IV,27934 Moose Court,Nashville,TN,37235,United States,6-(507)705-6899,1-(111)343-6803
173,Dabtype,Joshua Burke,Help Desk Operator,7150 Anniversary Alley,Sparks,NV,89436,United States,9-(263)533-7171,1-(813)590-2364
174,Chatterpoint,Jesse Porter,Quality Control Specialist,20704 Quincy Place,Roanoke,VA,24024,United States,8-(736)146-1381,2-(155)396-2318
175,Feedmix,Stephen Moore,Food Chemist,13 Del Sol Lane,San Antonio,TX,78255,United States,1-(956)553-3869,5-(650)330-9070
176,Centimia,Louis Dixon,Engineer I,7 Katie Junction,Irvine,CA,92619,United States,6-(526)327-9848,9-(806)983-1681
177,Babblestorm,Theresa Stanley,Structural Analysis Engineer,35865 Loeprich Street,El Paso,TX,79984,United States,1-(145)555-6863,8-(421)202-0096
178,Youfeed,Brian Gonzales,Account Representative I,9630 Westerfield Way,Charlotte,NC,28215,United States,5-(130)477-1888,5-(453)152-6007
179,Tekfly,Ruby Gonzales,Human Resources Manager,1 Mosinee Place,Houston,TX,77090,United States,9-(636)958-6167,5-(558)444-6803
180,Wikizz,Shirley White,Systems Administrator III,444 Riverside Terrace,Pasadena,TX,77505,United States,9-(535)370-1599,2-(022)578-7654
181,Brightbean,Juan Mason,GIS Technical Architect,14 Green Pass,Albuquerque,NM,87140,United States,0-(486)946-5429,8-(442)305-8806
182,Twinte,Christopher Parker,Senior Editor,5 4th Plaza,San Francisco,CA,94164,United States,2-(296)301-9763,7-(159)980-5767
183,Babbleopia,Teresa Wright,Mechanical Systems Engineer,2 Cottonwood Road,Gainesville,FL,32605,United States,5-(959)286-0667,7-(846)206-2479
184,Quire,Larry Thompson,Account Executive,45 Burning Wood Point,Missoula,MT,59806,United States,4-(616)939-9518,8-(114)877-9640
185,Jayo,Samuel Gilbert,Account Coordinator,690 Dwight Junction,Grand Rapids,MI,49510,United States,6-(359)157-7414,8-(986)469-9430
186,Topdrive,Dennis Porter,Occupational Therapist,0 Lighthouse Bay Road,Harrisburg,PA,17140,United States,4-(106)365-4761,6-(305)651-4418
187,Twiyo,Albert Roberts,Operator,211 Dawn Center,Tulsa,OK,74126,United States,9-(757)579-6604,7-(727)325-9854
188,Innojam,Peter Richards,Graphic Designer,4788 Scoville Terrace,Houston,TX,77010,United States,4-(075)273-4348,1-(904)854-5003
189,Tagcat,Teresa Ruiz,Senior Developer,81627 Hovde Lane,Waterbury,CT,06726,United States,5-(692)183-3698,7-(116)992-7104
190,Zazio,Samuel Oliver,Senior Developer,4 Erie Lane,San Bernardino,CA,92424,United States,8-(067)372-6453,9-(762)935-6108
191,Thoughtbeat,Benjamin Arnold,Engineer II,256 Manufacturers Parkway,Atlanta,GA,30340,United States,3-(957)413-5862,2-(965)296-8529
192,Twimbo,Anthony Berry,Food Chemist,77 Everett Point,Evansville,IN,47725,United States,5-(722)728-2290,1-(158)761-9730
193,Pixope,Susan Wheeler,Associate Professor,5 Warbler Drive,Grand Forks,ND,58207,United States,8-(550)134-4359,6-(043)647-9772
194,Zoonder,Jesse Lee,Health Coach III,865 Washington Court,San Diego,CA,92176,United States,0-(675)638-8423,4-(519)448-0955
195,Vidoo,Phyllis Carroll,Business Systems Development Analyst,59543 Briar Crest Alley,Charleston,WV,25326,United States,5-(888)968-1996,2-(889)641-1614
196,Skyvu,Sandra White,General Manager,25 Straubel Circle,Phoenix,AZ,85099,United States,2-(906)963-4035,2-(331)214-0303
197,Vipe,Anthony Romero,Business Systems Development Analyst,50 Del Sol Court,Arlington,VA,22217,United States,3-(323)170-3286,7-(855)562-1155
198,Kamba,Stephanie Garcia,Senior Sales Associate,887 Starling Point,Trenton,NJ,08650,United States,0-(998)423-9991,4-(324)341-2410
199,Flipstorm,Mary Watson,Project Manager,69 Milwaukee Crossing,Denver,CO,80209,United States,8-(726)987-6236,5-(990)572-7026
